dep,jour,P,T,cl_age90,pop,taux_positivite_quotidien,positifs_7j,tests_7j,taux_positivite_7j
21,2020-06-10,0,286,0,532886.0,0.0,7.0,1752.0,0.3995433789954338
21,2020-06-11,2,264,0,532886.0,0.7575757575757576,8.0,1703.0,0.46975924838520255
21,2020-06-12,5,306,0,532886.0,1.6339869281045754,13.0,1719.0,0.7562536358347877
21,2020-06-13,0,134,0,532886.0,0.0,12.0,1705.0,0.7038123167155426
21,2020-06-14,0,53,0,532886.0,0.0,12.0,1698.0,0.7067137809187279
21,2020-06-15,5,292,0,532886.0,1.7123287671232876,14.0,1711.0,0.8182349503214494
21,2020-06-16,3,258,0,532886.0,1.1627906976744187,15.0,1593.0,0.9416195856873822
21,2020-06-17,1,242,0,532886.0,0.4132231404958678,16.0,1549.0,1.0329244673983213
21,2020-06-18,5,222,0,532886.0,2.2522522522522523,19.0,1507.0,1.26078301260783
21,2020-06-19,1,299,0,532886.0,0.33444816053511706,15.0,1500.0,1.0
21,2020-06-20,0,144,0,532886.0,0.0,15.0,1510.0,0.9933774834437087
21,2020-06-21,0,55,0,532886.0,0.0,15.0,1512.0,0.992063492063492
21,2020-06-22,2,326,0,532886.0,0.6134969325153374,12.0,1546.0,0.7761966364812419
21,2020-06-23,4,290,0,532886.0,1.3793103448275863,13.0,1578.0,0.8238276299112801
21,2020-06-24,3,393,0,532886.0,0.7633587786259541,15.0,1729.0,0.8675534991324465
21,2020-06-25,0,186,0,532886.0,0.0,10.0,1693.0,0.5906674542232723
21,2020-06-26,2,347,0,532886.0,0.5763688760806917,11.0,1741.0,0.6318207926479035
21,2020-06-27,0,193,0,532886.0,0.0,11.0,1790.0,0.6145251396648044
21,2020-06-28,0,64,0,532886.0,0.0,11.0,1799.0,0.6114508060033352
21,2020-06-29,1,401,0,532886.0,0.24937655860349126,10.0,1874.0,0.5336179295624333
21,2020-06-30,4,452,0,532886.0,0.8849557522123894,10.0,2036.0,0.4911591355599214
21,2020-07-01,2,314,0,532886.0,0.6369426751592357,9.0,1957.0,0.45988758303525806
21,2020-07-02,0,303,0,532886.0,0.0,9.0,2074.0,0.43394406943105107
21,2020-07-03,1,377,0,532886.0,0.2652519893899204,8.0,2104.0,0.38022813688212925
21,2020-07-04,0,281,0,532886.0,0.0,8.0,2192.0,0.36496350364963503
21,2020-07-05,0,86,0,532886.0,0.0,8.0,2214.0,0.36133694670280037
21,2020-07-06,1,383,0,532886.0,0.26109660574412535,8.0,2196.0,0.36429872495446264
21,2020-07-07,3,383,0,532886.0,0.7832898172323759,7.0,2127.0,0.32910202162670427
21,2020-07-08,3,412,0,532886.0,0.7281553398058253,8.0,2225.0,0.3595505617977528
21,2020-07-09,7,381,0,532886.0,1.837270341207349,15.0,2303.0,0.6513243595310464
21,2020-07-10,1,476,0,532886.0,0.21008403361344538,15.0,2402.0,0.6244796003330557
21,2020-07-11,3,296,0,532886.0,1.0135135135135136,18.0,2417.0,0.7447248655357882
21,2020-07-12,0,53,0,532886.0,0.0,18.0,2384.0,0.7550335570469799
21,2020-07-13,1,557,0,532886.0,0.17953321364452424,18.0,2558.0,0.7036747458952306
21,2020-07-14,1,108,0,532886.0,0.9259259259259258,16.0,2283.0,0.700832238282961
21,2020-07-15,3,603,0,532886.0,0.4975124378109453,16.0,2474.0,0.6467259498787389
21,2020-07-16,2,538,0,532886.0,0.37174721189591076,11.0,2631.0,0.41809198023565186
21,2020-07-17,5,813,0,532886.0,0.6150061500615006,15.0,2968.0,0.5053908355795148
21,2020-07-18,1,565,0,532886.0,0.17699115044247787,13.0,3237.0,0.4016064257028112
21,2020-07-19,1,108,0,532886.0,0.9259259259259258,14.0,3292.0,0.425273390036452
21,2020-07-20,4,688,0,532886.0,0.5813953488372093,17.0,3423.0,0.4966403739409875
21,2020-07-21,0,667,0,532886.0,0.0,16.0,3982.0,0.4018081366147665
21,2020-07-22,3,797,0,532886.0,0.37641154328732745,16.0,4176.0,0.38314176245210724
21,2020-07-23,7,599,0,532886.0,1.1686143572621035,21.0,4237.0,0.4956337030918102
21,2020-07-24,3,716,0,532886.0,0.41899441340782123,19.0,4140.0,0.45893719806763283
21,2020-07-25,3,642,0,532886.0,0.46728971962616817,21.0,4217.0,0.4979843490633152
21,2020-07-26,0,111,0,532886.0,0.0,20.0,4220.0,0.47393364928909953
21,2020-07-27,8,714,0,532886.0,1.1204481792717087,24.0,4246.0,0.5652378709373528
21,2020-07-28,4,702,0,532886.0,0.5698005698005698,28.0,4281.0,0.6540527914038776
21,2020-07-29,3,680,0,532886.0,0.4411764705882353,28.0,4164.0,0.6724303554274735
21,2020-07-30,2,690,0,532886.0,0.2898550724637681,23.0,4255.0,0.5405405405405406
21,2020-07-31,6,653,0,532886.0,0.9188361408882083,26.0,4192.0,0.6202290076335878
21,2020-08-01,1,372,0,532886.0,0.2688172043010753,24.0,3922.0,0.6119326874043856
21,2020-08-02,2,127,0,532886.0,1.574803149606299,26.0,3938.0,0.6602336211274759
21,2020-08-03,9,637,0,532886.0,1.4128728414442702,27.0,3861.0,0.6993006993006993
21,2020-08-04,5,662,0,532886.0,0.7552870090634441,28.0,3821.0,0.7327924627060979
21,2020-08-05,12,647,0,532886.0,1.8547140649149922,37.0,3788.0,0.9767687434002112
21,2020-08-06,7,604,0,532886.0,1.1589403973509933,42.0,3702.0,1.1345218800648298
21,2020-08-07,3,659,0,532886.0,0.4552352048558422,39.0,3708.0,1.051779935275081
21,2020-08-08,2,518,0,532886.0,0.3861003861003861,40.0,3854.0,1.0378827192527245
21,2020-08-09,2,131,0,532886.0,1.5267175572519083,40.0,3858.0,1.0368066355624677
21,2020-08-10,4,622,0,532886.0,0.6430868167202572,35.0,3843.0,0.9107468123861567
21,2020-08-11,5,576,0,532886.0,0.8680555555555556,35.0,3757.0,0.9315943571998935
21,2020-08-12,15,592,0,532886.0,2.5337837837837838,38.0,3702.0,1.0264721772015126
21,2020-08-13,7,691,0,532886.0,1.0130246020260492,38.0,3789.0,1.0029031406703617
21,2020-08-14,13,839,0,532886.0,1.5494636471990464,48.0,3969.0,1.2093726379440666
21,2020-08-15,10,235,0,532886.0,4.25531914893617,56.0,3686.0,1.519262072707542
21,2020-08-16,4,206,0,532886.0,1.9417475728155338,58.0,3761.0,1.5421430470619515
21,2020-08-17,30,1173,0,532886.0,2.557544757033248,84.0,4312.0,1.948051948051948
21,2020-08-18,19,1119,0,532886.0,1.6979445933869526,98.0,4855.0,2.0185375901132856
21,2020-08-19,30,1149,0,532886.0,2.610966057441253,113.0,5412.0,2.087952697708795
21,2020-08-20,34,1098,0,532886.0,3.096539162112933,140.0,5819.0,2.405911668671593
21,2020-08-21,58,1442,0,532886.0,4.0221914008321775,185.0,6422.0,2.8807225163500467
21,2020-08-22,38,1177,0,532886.0,3.228547153780799,213.0,7364.0,2.8924497555676263
21,2020-08-23,16,318,0,532886.0,5.031446540880504,225.0,7476.0,3.009630818619583
21,2020-08-24,61,1999,0,532886.0,3.0515257628814405,256.0,8302.0,3.0835943146229825
21,2020-08-25,44,1687,0,532886.0,2.6081802015411975,281.0,8870.0,3.167981961668546
21,2020-08-26,62,2083,0,532886.0,2.9764762361977914,313.0,9804.0,3.1925744594043253
21,2020-08-27,72,1907,0,532886.0,3.7755637126376507,351.0,10613.0,3.3072646753980965
21,2020-08-28,70,2237,0,532886.0,3.1291908806437196,363.0,11408.0,3.181977559607293
21,2020-08-29,29,1130,0,532886.0,2.566371681415929,354.0,11361.0,3.115922894111434
21,2020-08-30,18,685,0,532886.0,2.627737226277372,356.0,11728.0,3.0354706684856754
21,2020-08-31,46,1972,0,532886.0,2.332657200811359,341.0,11701.0,2.914280830698231
21,2020-09-01,67,2010,0,532886.0,3.3333333333333335,364.0,12024.0,3.02727877578177
21,2020-09-02,65,2087,0,532886.0,3.114518447532343,367.0,12028.0,3.0512138343864317
21,2020-09-03,78,1859,0,532886.0,4.195804195804196,373.0,11980.0,3.1135225375626043
21,2020-09-04,66,1930,0,532886.0,3.419689119170984,369.0,11673.0,3.1611410948342327
21,2020-09-05,32,1273,0,532886.0,2.513747054202671,372.0,11816.0,3.148273527420447
21,2020-09-06,26,580,0,532886.0,4.482758620689655,380.0,11711.0,3.2448125693792162
21,2020-09-07,114,2428,0,532886.0,4.695222405271829,448.0,12167.0,3.6820909016191337
21,2020-09-08,121,2725,0,532886.0,4.440366972477064,502.0,12882.0,3.896910417637013
21,2020-09-09,73,2325,0,532886.0,3.139784946236559,510.0,13120.0,3.8871951219512195
21,2020-09-10,114,2828,0,532886.0,4.031117397454031,546.0,14089.0,3.8753637589608916
21,2020-09-11,83,3020,0,532886.0,2.748344370860927,563.0,15179.0,3.709071743856644
21,2020-09-12,50,1547,0,532886.0,3.232062055591468,581.0,15453.0,3.7597877434802305
21,2020-09-13,36,818,0,532886.0,4.400977995110025,591.0,15691.0,3.7664903447836338
21,2020-09-14,76,2367,0,532886.0,3.2108153781157585,553.0,15630.0,3.5380678182981447
21,2020-09-15,83,2229,0,532886.0,3.7236428891879765,515.0,15134.0,3.4029337914629307
21,2020-09-16,78,2220,0,532886.0,3.5135135135135136,520.0,15029.0,3.459977377070996
21,2020-09-17,86,2057,0,532886.0,4.180845892075839,492.0,14258.0,3.4506943470332443
21,2020-09-18,107,2285,0,532886.0,4.682713347921226,516.0,13523.0,3.815721363602751
21,2020-09-19,57,1241,0,532886.0,4.593070104754231,523.0,13217.0,3.957025043504577
21,2020-09-20,59,841,0,532886.0,7.015457788347206,546.0,13240.0,4.123867069486405
21,2020-09-21,92,1943,0,532886.0,4.734945959855893,562.0,12816.0,4.38514357053683
21,2020-09-22,96,1619,0,532886.0,5.92958616429895,575.0,12206.0,4.710797968212354
21,2020-09-23,114,1593,0,532886.0,7.1563088512241055,611.0,11579.0,5.276794196390017
21,2020-09-24,109,1718,0,532886.0,6.344586728754366,634.0,11240.0,5.640569395017794
21,2020-09-25,85,1777,0,532886.0,4.783342712436691,612.0,10732.0,5.702571748043235
21,2020-09-26,66,1142,0,532886.0,5.779334500875657,621.0,10633.0,5.840308473619863
21,2020-09-27,27,299,0,532886.0,9.03010033444816,589.0,10091.0,5.836884352393222
21,2020-09-28,92,1878,0,532886.0,4.898828541001065,589.0,10026.0,5.874725713145821
21,2020-09-29,81,1606,0,532886.0,5.043586550435865,574.0,10013.0,5.732547688005592
21,2020-09-30,120,1571,0,532886.0,7.638446849140674,580.0,9991.0,5.805224702232009
21,2020-10-01,86,1708,0,532886.0,5.035128805620609,557.0,9981.0,5.580603145977357
21,2020-10-02,95,1849,0,532886.0,5.137912385073013,567.0,10053.0,5.640107430617726
21,2020-10-03,44,995,0,532886.0,4.42211055276382,545.0,9906.0,5.501716131637392
21,2020-10-04,20,393,0,532886.0,5.089058524173027,538.0,10000.0,5.38
21,2020-10-05,128,1887,0,532886.0,6.783253842077372,574.0,10009.0,5.734838645219303
21,2020-10-06,82,1601,0,532886.0,5.1217988757026855,575.0,10004.0,5.7477009196321465
21,2020-10-07,151,1608,0,532886.0,9.390547263681592,606.0,10041.0,6.035255452644159
21,2020-10-08,115,1751,0,532886.0,6.5676756139348935,635.0,10084.0,6.297104323681078
21,2020-10-09,148,1963,0,532886.0,7.539480387162506,688.0,10198.0,6.746420866836635
21,2020-10-10,97,1152,0,532886.0,8.42013888888889,741.0,10355.0,7.155963302752294
21,2020-10-11,26,379,0,532886.0,6.860158311345646,747.0,10341.0,7.2236727589208005
21,2020-10-12,173,2217,0,532886.0,7.803337843933243,792.0,10671.0,7.421984818667417
21,2020-10-13,164,2134,0,532886.0,7.6850984067478905,874.0,11204.0,7.800785433773652
21,2020-10-14,181,1944,0,532886.0,9.310699588477366,904.0,11540.0,7.8336221837088384
21,2020-10-15,200,2171,0,532886.0,9.212344541685859,989.0,11960.0,8.269230769230768
21,2020-10-16,213,2485,0,532886.0,8.571428571428571,1054.0,12482.0,8.444159589809326
21,2020-10-17,149,1425,0,532886.0,10.456140350877192,1106.0,12755.0,8.67110936887495
21,2020-10-18,53,459,0,532886.0,11.546840958605664,1133.0,12835.0,8.827425009738995
21,2020-10-19,260,2749,0,532886.0,9.457984721716988,1220.0,13367.0,9.126954440038903
21,2020-10-20,271,2493,0,532886.0,10.870437224227839,1327.0,13726.0,9.667783768031473
21,2020-10-21,356,2662,0,532886.0,13.373403456048083,1502.0,14444.0,10.39878150096926
21,2020-10-22,348,2683,0,532886.0,12.970555348490494,1650.0,14956.0,11.032361594009094
21,2020-10-23,436,3022,0,532886.0,14.42753143613501,1873.0,15493.0,12.089330665461821
21,2020-10-24,231,1681,0,532886.0,13.741820345032718,1955.0,15749.0,12.41348657057591
21,2020-10-25,128,666,0,532886.0,19.21921921921922,2030.0,15956.0,12.722486838806718
21,2020-10-26,572,3526,0,532886.0,16.222348269994328,2342.0,16733.0,13.996294746907308
21,2020-10-27,522,3400,0,532886.0,15.352941176470589,2593.0,17640.0,14.69954648526077
21,2020-10-28,414,3161,0,532886.0,13.097121164188547,2651.0,18139.0,14.614918132201336
21,2020-10-29,416,3080,0,532886.0,13.506493506493506,2719.0,18536.0,14.668752697453606
21,2020-10-30,471,3314,0,532886.0,14.212432106216053,2754.0,18828.0,14.627151051625239
21,2020-10-31,296,1822,0,532886.0,16.245883644346872,2819.0,18969.0,14.861089145447837
21,2020-11-01,99,633,0,532886.0,15.639810426540285,2790.0,18936.0,14.733840304182511
21,2020-11-02,691,3750,0,532886.0,18.426666666666666,2909.0,19160.0,15.18267223382046
21,2020-11-03,575,3448,0,532886.0,16.67633410672854,2962.0,19208.0,15.420658059142022
21,2020-11-04,509,2970,0,532886.0,17.13804713804714,3057.0,19017.0,16.075090708313613
21,2020-11-05,452,3289,0,532886.0,13.742778960170266,3093.0,19226.0,16.08758972225112
21,2020-11-06,463,3249,0,532886.0,14.250538627269929,3085.0,19161.0,16.100412295809196
21,2020-11-07,197,1574,0,532886.0,12.515883100381195,2986.0,18913.0,15.788082271453497
21,2020-11-08,87,477,0,532886.0,18.238993710691823,2974.0,18757.0,15.855413978781256
21,2020-11-09,418,3031,0,532886.0,13.790828109534806,2701.0,18038.0,14.973943896219094
21,2020-11-10,366,3084,0,532886.0,11.86770428015564,2492.0,17674.0,14.099807627022745
21,2020-11-11,87,698,0,532886.0,12.464183381088825,2070.0,15402.0,13.439813011297232
21,2020-11-12,323,3340,0,532886.0,9.67065868263473,1941.0,15453.0,12.560667831489031
21,2020-11-13,285,3002,0,532886.0,9.49367088607595,1763.0,15206.0,11.594107589109562
21,2020-11-14,128,1404,0,532886.0,9.116809116809117,1694.0,15036.0,11.266294227188082
21,2020-11-15,41,287,0,532886.0,14.285714285714285,1648.0,14846.0,11.10063316718308
21,2020-11-16,245,2457,0,532886.0,9.971509971509972,1475.0,14272.0,10.334921524663677
21,2020-11-17,178,2558,0,532886.0,6.9585613760750595,1287.0,13746.0,9.36272370144042
21,2020-11-18,161,1825,0,532886.0,8.821917808219178,1361.0,14873.0,9.150810192967121
21,2020-11-19,161,2119,0,532886.0,7.597923548843795,1199.0,13652.0,8.78259595663639
21,2020-11-20,156,2073,0,532886.0,7.525325615050652,1070.0,12723.0,8.40996620293956
21,2020-11-21,69,986,0,532886.0,6.9979716024340775,1011.0,12305.0,8.21617228768793
21,2020-11-22,23,284,0,532886.0,8.098591549295776,993.0,12302.0,8.071858234433424
21,2020-11-23,146,1757,0,532886.0,8.309618668184406,894.0,11602.0,7.70556800551629
21,2020-11-24,114,1989,0,532886.0,5.731523378582202,830.0,11033.0,7.522885887791173
21,2020-11-25,110,1732,0,532886.0,6.351039260969977,779.0,10940.0,7.120658135283364
21,2020-11-26,152,1853,0,532886.0,8.202914193200215,770.0,10674.0,7.213790519018175
21,2020-11-27,122,1969,0,532886.0,6.196038598273235,736.0,10570.0,6.9631031220435196
21,2020-11-28,61,815,0,532886.0,7.484662576687116,728.0,10399.0,7.000673141648235
21,2020-11-29,22,199,0,532886.0,11.055276381909549,727.0,10314.0,7.048671708357572
21,2020-11-30,180,1964,0,532886.0,9.164969450101832,761.0,10521.0,7.233152742134778
21,2020-12-01,151,1910,0,532886.0,7.9057591623036645,798.0,10442.0,7.642214135223137
21,2020-12-02,138,1546,0,532886.0,8.926261319534282,826.0,10256.0,8.053822152886116
21,2020-12-03,110,1803,0,532886.0,6.100942872989462,784.0,10206.0,7.681755829903978
21,2020-12-04,112,2035,0,532886.0,5.503685503685504,774.0,10272.0,7.535046728971963
21,2020-12-05,56,993,0,532886.0,5.639476334340383,769.0,10450.0,7.358851674641148
21,2020-12-06,21,264,0,532886.0,7.954545454545454,768.0,10515.0,7.303851640513552
21,2020-12-07,158,2408,0,532886.0,6.561461794019934,746.0,10959.0,6.807190437083675
21,2020-12-08,187,2143,0,532886.0,8.726084927671488,782.0,11192.0,6.987133666904932
21,2020-12-09,139,1763,0,532886.0,7.884288145207033,783.0,11409.0,6.863002892453326
21,2020-12-10,144,1970,0,532886.0,7.309644670050762,817.0,11576.0,7.057705597788528
21,2020-12-11,155,2272,0,532886.0,6.82218309859155,860.0,11813.0,7.280115127402015
21,2020-12-12,106,1196,0,532886.0,8.862876254180602,910.0,12016.0,7.57323568575233
21,2020-12-13,26,301,0,532886.0,8.637873754152823,915.0,12053.0,7.591471003069775
21,2020-12-14,248,2871,0,532886.0,8.638105189829327,1005.0,12516.0,8.029721955896454
21,2020-12-15,244,2392,0,532886.0,10.200668896321071,1062.0,12765.0,8.319623971797885
21,2020-12-16,186,2577,0,532886.0,7.217694994179278,1109.0,13579.0,8.167022608439503
21,2020-12-17,165,3118,0,532886.0,5.2918537524053875,1130.0,14727.0,7.672981598424662
21,2020-12-18,186,3730,0,532886.0,4.986595174262734,1161.0,16185.0,7.173308619091752
21,2020-12-19,113,2405,0,532886.0,4.698544698544699,1168.0,17394.0,6.714959181326894
21,2020-12-20,50,637,0,532886.0,7.849293563579278,1192.0,17730.0,6.723068245910886
21,2020-12-21,240,5652,0,532886.0,4.246284501061571,1184.0,20511.0,5.772512310467555
21,2020-12-22,226,6481,0,532886.0,3.4871161857738002,1166.0,24600.0,4.739837398373984
21,2020-12-23,201,6070,0,532886.0,3.3113673805601316,1181.0,28093.0,4.203894208521696
21,2020-12-24,162,3972,0,532886.0,4.078549848942599,1178.0,28947.0,4.069506339171589
21,2020-12-25,15,326,0,532886.0,4.601226993865031,1007.0,25543.0,3.942371686959245
21,2020-12-26,101,1707,0,532886.0,5.916813122437024,995.0,24845.0,4.004829945663111
21,2020-12-27,36,446,0,532886.0,8.071748878923767,981.0,24654.0,3.979070333414456
21,2020-12-28,240,3199,0,532886.0,7.5023444826508285,981.0,22201.0,4.418719877482996
21,2020-12-29,265,3177,0,532886.0,8.341202392193892,1020.0,18897.0,5.3976821717732975
21,2020-12-30,193,3598,0,532886.0,5.364091161756531,1012.0,16425.0,6.161339421613394
21,2020-12-31,191,3140,0,532886.0,6.082802547770701,1041.0,15593.0,6.676072596677997
21,2021-01-01,31,366,0,532886.0,8.469945355191257,1057.0,15633.0,6.76133819484424
21,2021-01-02,187,2011,0,532886.0,9.298856290402785,1143.0,15937.0,7.171989709481082
21,2021-01-03,57,431,0,532886.0,13.225058004640372,1164.0,15922.0,7.310639366913704
21,2021-01-04,299,3873,0,532886.0,7.72011360702298,1223.0,16596.0,7.369245601349723
21,2021-01-05,264,2930,0,532886.0,9.01023890784983,1222.0,16349.0,7.474463269924766
21,2021-01-06,210,3014,0,532886.0,6.967485069674851,1239.0,15765.0,7.85918173168411
21,2021-01-07,185,2999,0,532886.0,6.168722907635878,1233.0,15624.0,7.891705069124424
21,2021-01-08,233,3063,0,532886.0,7.6069213189683325,1435.0,18321.0,7.832541891818131
21,2021-01-09,143,1757,0,532886.0,8.138873079112123,1391.0,18067.0,7.699119942436486
21,2021-01-10,29,355,0,532886.0,8.169014084507042,1363.0,17991.0,7.57601022733589
21,2021-01-11,264,3594,0,532886.0,7.345575959933222,1328.0,17712.0,7.497741644083107
21,2021-01-12,202,2508,0,532886.0,8.054226475279107,1266.0,17290.0,7.322151532677848
21,2021-01-13,159,2342,0,532886.0,6.789069171648164,1215.0,16618.0,7.3113491394873025
21,2021-01-14,172,2398,0,532886.0,7.172643869891576,1202.0,16017.0,7.504526440656802
21,2021-01-15,184,2789,0,532886.0,6.597346719254213,1153.0,15743.0,7.32388998284952
21,2021-01-16,110,1529,0,532886.0,7.194244604316546,1120.0,15515.0,7.21882049629391
21,2021-01-17,28,309,0,532886.0,9.06148867313916,1119.0,15469.0,7.233822483677031
21,2021-01-18,212,3129,0,532886.0,6.7753275806967075,1067.0,15004.0,7.111436950146628
21,2021-01-19,221,2677,0,532886.0,8.25550989914083,1086.0,15173.0,7.157450734857972
